,result,text,clean
228,Neutral,Saya tahu tidak ada orang-orang hebat kecuali mereka yang memiliki pengabdian besar pada kemanusiaan.   &lt &gt   #Gaza_Genocide Andai UNHCR NPWP alam ganjar dimana netralitas aparat Gomez Szobo abuya muhtadi Onana Asam Sulfat blackpink,saya tahu tidak ada orang orang hebat kecuali mereka yang memiliki pengabdian besar pada kemanusiaan lt gt gaza_genocide andai unhcr npwp alam ganjar dimana netralitas aparat gomez szobo abuya muhtadi onana asam sulfat blackpink
229,Neutral,Ganjar bakal lanjutkan program yang sudah baik di IKN – Desember https://t.co/xtzxJEU3ZP,ganjar bakal lanjutkan program yang sudah baik di ikn desember 
230,Neutral,@detikcom pasangan Ganjar Mahfud menunjukkan komitmen yg teguh terhadap prinsip prinsip konstitusi dalam perjalanan mereka menuju pemilihan🔥 Gaspol no 3🤟🏻, detikcom pasangan ganjar mahfud menunjukkan komitmen yg teguh terhadap prinsip prinsip konstitusi dalam perjalanan mereka menuju pemilihan gaspol no 
231,Positive,@Melihat_Indo Masyaalloh pak ganjar memang sangat pantas mendapatkan semua ini termasuk kehormatan dari suku adat Dayak ., melihat_indo masyaalloh pak ganjar memang sangat pantas mendapatkan semua ini termasuk kehormatan dari suku adat dayak 
232,Positive,@ganjarpranowo pak ganjar pokoknnya yang terbaik hanya beliau yang selalu mendengarkan aspirasi rakyat, ganjarpranowo pak ganjar pokoknnya yang terbaik hanya beliau yang selalu mendengarkan aspirasi rakyat
233,Neutral,@AndyHuskyyy Ganjar, andyhuskyyy ganjar
234,Neutral,@Dennysiregar7 Ganjar Mahfud yg paling pas memimpin Indonesia, dennysiregar ganjar mahfud yg paling pas memimpin indonesia
235,Positive,"Kinerja yang baik menciptakan hasil yang baik, bangga banget dengan pak ganjar ini",kinerja yang baik menciptakan hasil yang baik bangga banget dengan pak ganjar ini
236,Neutral,"@TatangSalman @psi_id Wadas Itu proyeknya pusat, ganjar yg beresin eKTP : Clear Bokep? : silahkan googling nama Aryodj""""", tatangsalman psi_id wadas itu proyeknya pusat ganjar yg beresin ektp clear bokep silahkan googling nama aryodj 
237,Positive,@ganjarpranowo Bangga memiliki pemimpin seperti pak ganjar ini ramah sederhana dan merakyat, ganjarpranowo bangga memiliki pemimpin seperti pak ganjar ini ramah sederhana dan merakyat
238,Positive,@Melihat_Indo Terus dukung Ganjar Mahfud untuk Indonesia yang jauh lebih baik, melihat_indo terus dukung ganjar mahfud untuk indonesia yang jauh lebih baik
239,Neutral,"@alisyarief Sdh tahu, itu kata ganjar mahfud,", alisyarief sdh tahu itu kata ganjar mahfud 
240,Positive,@ganjarpranowo Antusias masyarakat sangat antusias untuk kehadiran Pak Ganjar karena sedikit mengobati harga pokok yang makin melonjak tinggi, ganjarpranowo antusias masyarakat sangat antusias untuk kehadiran pak ganjar karena sedikit mengobati harga pokok yang makin melonjak tinggi
241,Neutral,@Melihat_Indo Hanya Ganjar Mahfud yang mampu menjadi pemimpin selanjutnya, melihat_indo hanya ganjar mahfud yang mampu menjadi pemimpin selanjutnya
242,Positive,@ganjarpranowo Luar biasa pak ganjar sosok calon pemimpin yang sangat dekat dengan masyarakat, ganjarpranowo luar biasa pak ganjar sosok calon pemimpin yang sangat dekat dengan masyarakat
243,Neutral,@Melihat_Indo Dengan tujuan untuk mendukung Ganjar Mahfud, melihat_indo dengan tujuan untuk mendukung ganjar mahfud
244,Neutral,@Opiniku95098012 Januari.. Januari.. kan datang. . . 😅😂 . . . GANJAR MAHFUD M3NANG 🤟🤟🤟, opiniku januari januari kan datang ganjar mahfud nang 
245,Neutral,"@sigitwid soal beginian psi mmg ahlinya, bermain di ranah sosok personal dg argumentasi yg sempurna scr umum, cocok jadi partai asisten pribadi,kalian kecil karena mengecilkan diri,nilai yg kalian bawa apaan, gagasan  cuma seputar sosok personal, dulu ahok, lantas ganjar,kini jokowi famili", sigitwid soal beginian psi mmg ahlinya bermain di ranah sosok personal dg argumentasi yg sempurna scr umum cocok jadi partai asisten pribadi kalian kecil karena mengecilkan diri nilai yg kalian bawa apaan gagasan cuma seputar sosok personal dulu ahok lantas ganjar kini jokowi famili
246,Neutral,"TimNas Anies-TPN Ganjar : Soal Debat Cawapres di Tiadakan, Sebut Menghina Gibran https://t.co/ms289GFVKp",timnas anies tpn ganjar soal debat cawapres di tiadakan sebut menghina gibran 
247,Positive,@Nikmatul_Sg Pak Ganjar pawangnya kota Yogyakarta, nikmatul_sg pak ganjar pawangnya kota yogyakarta
248,Positive,@Melihat_Indo Bersama Ganjar Mahfud Indonesia menjadi lebih baik, melihat_indo bersama ganjar mahfud indonesia menjadi lebih baik
249,Positive,@ganjarpranowo Luar biasa banget antusias masyarakat menyambut kedatangan pak ganjar, ganjarpranowo luar biasa banget antusias masyarakat menyambut kedatangan pak ganjar
250,Positive,@Melihat_Indo Pak Ganjar begitu sangat di terima sekali dimanapun ia berada, melihat_indo pak ganjar begitu sangat di terima sekali dimanapun ia berada
251,Negative,@Nikmatul_Sg Ngeri ya berani sekali menghina Yogyakarta tidak tau siapa bentengnya.. pak Ganjar nihh, nikmatul_sg ngeri ya berani sekali menghina yogyakarta tidak tau siapa bentengnya pak ganjar nihh
252,Positive,@Melihat_Indo syukurlah banyak yang mempercayakan pak ganjar untuk terus berjuang menjaga denokrasi dan membangun Indonesia lebih baik, melihat_indo syukurlah banyak yang mempercayakan pak ganjar untuk terus berjuang menjaga denokrasi dan membangun indonesia lebih baik
253,Neutral,@ajengcute16__ Wajar...jd aneh klo mrk all out menangkan ganjar / anies, ajengcute __ wajar jd aneh klo mrk all out menangkan ganjar anies
254,Negative,"Ya Udeh iye, loe pade Gak Usah Dukung Mana Pun, tapi Tar Kalo Ganjar Jadi, Loe Jangan Nangis2",ya udeh iye loe pade gak usah dukung mana pun tapi tar kalo ganjar jadi loe jangan nangis 
255,Positive,@Melihat_Indo Semoga terus mengalir dukungan untuk pak ganjar dan pak mahfud bismillah semoga menang, melihat_indo semoga terus mengalir dukungan untuk pak ganjar dan pak mahfud bismillah semoga menang
256,Negative,Benar kah ini 3 prestasi ganjar  Bikin konten Ngadu ayam dan Nonton bokep,benar kah ini prestasi ganjar bikin konten ngadu ayam dan nonton bokep
257,Positive,@SINDOnews @ganjarpranowo Pak ganjar memang top, sindonews ganjarpranowo pak ganjar memang top
258,Positive,"Pak Ganjar adalah satu satunya capres yang sangat Layak MENDUDUKI jabatan se kaliber RI 1   Juru selamat NKRI 17 ribu pulau , 714 suku , 6 Agama , 270 jt Rakyat   Pak Mahfud adalah cawapres yang  Layak MENDUDUKI jabatan se kaliber RI 2 Karena pernah Menko Polhukam dan Menhan",pak ganjar adalah satu satunya capres yang sangat layak menduduki jabatan se kaliber ri juru selamat nkri ribu pulau suku agama jt rakyat pak mahfud adalah cawapres yang layak menduduki jabatan se kaliber ri karena pernah menko polhukam dan menhan
259,Positive,@Nikmatul_Sg Semangat pakkkk Ganjar engkau telah mendapatkan dukungan besar di Yogyakarta, nikmatul_sg semangat pakkkk ganjar engkau telah mendapatkan dukungan besar di yogyakarta
260,Positive,"@Melihat_Indo Apresiasi sekali pasti nya untuk pak Ganjar,maju terus", melihat_indo apresiasi sekali pasti nya untuk pak ganjar maju terus
261,Neutral,"Kunker Jokowi Dituding Buntuti Kampanye Ganjar Pranowo, Pengamat: Strategi Bersih-bersih https://t.co/JVUNPbSKxn lewat @tribunnews   #GanjarPranowo #Jokowi #Pilpres2024",kunker jokowi dituding buntuti kampanye ganjar pranowo pengamat strategi bersih bersih lewat tribunnews ganjarpranowo jokowi pilpres 
262,Neutral,@antaranews Ganjar terbaikkk, antaranews ganjar terbaikkk
263,Neutral,@Dennysiregar7 Sebegitu banyak kaum generasi musam mendukung pak Ganjar, dennysiregar sebegitu banyak kaum generasi musam mendukung pak ganjar
264,Positive,@Nikmatul_Sg Cuma pak Ganjar yang di beri amanah itu untuk memimpin yang terpercaya orang Yogyakarta, nikmatul_sg cuma pak ganjar yang di beri amanah itu untuk memimpin yang terpercaya orang yogyakarta
265,Positive,@Melihat_Indo Pak Ganjar memang sangat membutuhkan kagum banyak orang, melihat_indo pak ganjar memang sangat membutuhkan kagum banyak orang
266,Positive,"@ganjarpranowo Inilah pemimpin yang dibutuhkan Indonesia, pemimpin yang mampu memberi solusi bagi rakyatnya, saya yakin negara ini akan menjadi lebih baik dibawah kepemimpinannya, ya Dialah Ganjar Pranowo sang pemimpin harapan bangsa", ganjarpranowo inilah pemimpin yang dibutuhkan indonesia pemimpin yang mampu memberi solusi bagi rakyatnya saya yakin negara ini akan menjadi lebih baik dibawah kepemimpinannya ya dialah ganjar pranowo sang pemimpin harapan bangsa
267,Positive,@Dennysiregar7 Mahasiswa Surabaya siap mendukung pak Ganjar Mahfud lho, dennysiregar mahasiswa surabaya siap mendukung pak ganjar mahfud lho
268,Neutral,"@ganjarpranowo Terhadap lonjakan harga sembako, Ganjar sebut program stabilisasi harga harus jadi prioritas", ganjarpranowo terhadap lonjakan harga sembako ganjar sebut program stabilisasi harga harus jadi prioritas
269,Positive,"Pak Ganjar adalah satu satunya capres yang sangat Layak MENDUDUKI jabatan se kaliber RI 1   Juru selamat NKRI 17 ribu pulau , 714 suku , 6 Agama , 270 jt Rakyat   Pak Mahfud adalah cawapres yang  Layak MENDUDUKI jabatan se kaliber RI 2 Karena pernah Menko Polhukam dan Menhan",pak ganjar adalah satu satunya capres yang sangat layak menduduki jabatan se kaliber ri juru selamat nkri ribu pulau suku agama jt rakyat pak mahfud adalah cawapres yang layak menduduki jabatan se kaliber ri karena pernah menko polhukam dan menhan
270,Neutral,"Calon Presiden nomor urut 3, Ganjar Pranowo akan menjalani masa kampanye hari ke-10 dengan mengunjungi Ibu Kota Negara (IKN) Nusantara di Kalimantan T... https://t.co/rkyPA2CXqt",calon presiden nomor urut ganjar pranowo akan menjalani masa kampanye hari ke dengan mengunjungi ibu kota negara ikn nusantara di kalimantan 
271,Positive,"@Melihat_Indo Masyaallah, terimakasih Kaltim sudah menerima pak Ganjar dengan baik", melihat_indo masyaallah terimakasih kaltim sudah menerima pak ganjar dengan baik
272,Neutral,@StefanAntonio__ Butet jelas pdip kan? Pendukung ganjar?budayawan yang lain kan masih banyak mas.., stefanantonio__ butet jelas pdip kan pendukung ganjar budayawan yang lain kan masih banyak mas 
273,Negative,"@alextham878 Ganjar bagus,...sayang dari PDIP males liat banteng", alextham ganjar bagus sayang dari pdip males liat banteng
274,Neutral,@adeksetia184043 @mputaku188156 @ganjarpranowo Pak ganjar mahfud akan memberi solusi dari setiap permasalahan yang di hadapi masyarakat, adeksetia mputaku ganjarpranowo pak ganjar mahfud akan memberi solusi dari setiap permasalahan yang di hadapi masyarakat
275,Positive,@Melihat_Indo Mantap full sepenuhnya percaya bahwa pak ganjar bisa menjadi pemimpin terbaik, melihat_indo mantap full sepenuhnya percaya bahwa pak ganjar bisa menjadi pemimpin terbaik
276,Neutral,@lysavana1 @akbarfaizal68 @ganjarpranowo @mohmahfudmd GANJAR MAHFUD M3NANG BERMARTABAT BERSAMA RAKYAT 🤟🤟🤟, lysavana akbarfaizal ganjarpranowo mohmahfudmd ganjar mahfud nang bermartabat bersama rakyat 
277,Positive,"Pak Ganjar adalah satu satunya capres yang sangat Layak MENDUDUKI jabatan se kaliber RI 1   Juru selamat NKRI 17 ribu pulau , 714 suku , 6 Agama , 270 jt Rakyat   Pak Mahfud adalah cawapres yang  Layak MENDUDUKI jabatan se kaliber RI 2 Karena pernah Menko Polhukam dan Menhan",pak ganjar adalah satu satunya capres yang sangat layak menduduki jabatan se kaliber ri juru selamat nkri ribu pulau suku agama jt rakyat pak mahfud adalah cawapres yang layak menduduki jabatan se kaliber ri karena pernah menko polhukam dan menhan
278,Negative,@CamillaPutriix Ini knapa nama gw lu caplok ke twit lu.. Sejak kapan gw dukung Ganjar..  Gw simpatisan AMIN #AMINAjaDulu  #AMIN2024MENANGSATUPUTARAN, camillaputriix ini knapa nama gw lu caplok ke twit lu sejak kapan gw dukung ganjar gw simpatisan amin aminajadulu amin menangsatuputaran
279,Negative,Suntikan semangat untuk kita semua melawan perusak Demokrasi 🤟 Hentikan politik dinasti dg mendukung dan memilih pemimpin yg berproses menjd anak kandung Demokrasi  Ganjar Mahfud M3nang total 🤟 https://t.co/5Jg1Ylsn1q,suntikan semangat untuk kita semua melawan perusak demokrasi hentikan politik dinasti dg mendukung dan memilih pemimpin yg berproses menjd anak kandung demokrasi ganjar mahfud nang total 
280,Neutral,"Calon Presiden RI Ganjar Pranowo berkomitmen mengurangi industri ekstraktif di Kalimantan Timur yang akan menjadi lokasi IKN Nusantara.  Hal itu disampaikan Beliau usai pertemuan dengan TPD, Caleg Koalisi, dan Relawan di Balikpapan, Kalimantan Timur. ✊️🤟🇲🇨 #SahabatGanjar https://t.co/9i1GMga4Ms",calon presiden ri ganjar pranowo berkomitmen mengurangi industri ekstraktif di kalimantan timur yang akan menjadi lokasi ikn nusantara hal itu disampaikan beliau usai pertemuan dengan tpd caleg koalisi dan relawan di balikpapan kalimantan timur sahabatganjar 
281,Positive,@adeksetia184043 @mputaku188156 @ganjarpranowo Pak ganjar iki pas banget merakyat ibu ibu jadi seneng klo harga sembako stabil, adeksetia mputaku ganjarpranowo pak ganjar iki pas banget merakyat ibu ibu jadi seneng klo harga sembako stabil
282,Positive,@Melihat_Indo percaya akan pak ganjar jika Indonesia di pimpin pak ganjar akan lebih baik lagi, melihat_indo percaya akan pak ganjar jika indonesia di pimpin pak ganjar akan lebih baik lagi
283,Positive,@mputaku188156 @ganjarpranowo Bismillah pasti pak ganjar jadi presiden dan mensejahterahkan rakyat nya ni, mputaku ganjarpranowo bismillah pasti pak ganjar jadi presiden dan mensejahterahkan rakyat nya ni
284,Negative,Rakus kekuasaan Suami kampanye sendiri Istri kampanye sendiri Anak kampanye sendi Keluarga ganjar contoh keluarga yg rakus dan haus kekuasaan,rakus kekuasaan suami kampanye sendiri istri kampanye sendiri anak kampanye sendi keluarga ganjar contoh keluarga yg rakus dan haus kekuasaan
285,Positive,@antaranews Semangat buu mari kita dukung pak ganjar, antaranews semangat buu mari kita dukung pak ganjar
286,Positive,@Melihat_Indo Semakin yakin dan optimis Kalau Pak Ganjar adalah pemimpin yang terbaik untuk negeri ini, melihat_indo semakin yakin dan optimis kalau pak ganjar adalah pemimpin yang terbaik untuk negeri ini
287,Positive,"@Melihat_Indo Semakin sejahtera selalu dengan Pak Ganjar, semangat menuju masa depan", melihat_indo semakin sejahtera selalu dengan pak ganjar semangat menuju masa depan
288,Positive,@Melihat_Indo udah paling pas dan paling pantas kok pak ganjar jadi pemimpin Indonesia selanjutnya, melihat_indo udah paling pas dan paling pantas kok pak ganjar jadi pemimpin indonesia selanjutnya
289,Positive,@Melihat_Indo Antusiasnya begitu penuh makna untuk Pak Ganjar, melihat_indo antusiasnya begitu penuh makna untuk pak ganjar
290,Positive,@Melihat_Indo bukti tulus klo masyarakat kalimat Timur benar-benar mendukung lancar karena visi misi Pak Ganjar yang nyata, melihat_indo bukti tulus klo masyarakat kalimat timur benar benar mendukung lancar karena visi misi pak ganjar yang nyata
291,Positive,@Melihat_Indo mantap sih ini suatu kehormatan dan pantas didapatkan oleh pak ganjar, melihat_indo mantap sih ini suatu kehormatan dan pantas didapatkan oleh pak ganjar
292,Positive,"@Melihat_Indo Orang baik pasti pilih orang baik, bersama pak Ganjar Indonesia akan lebih maju", melihat_indo orang baik pasti pilih orang baik bersama pak ganjar indonesia akan lebih maju
293,Negative,"@Chaves1305 Pertanyaan yang TOLOL ini sih, karena klo dibalik tanya Berapa Triliun kah kerugian negara dan atau daerah yg timbul selama Anies &amp  Ganjar berkuasa.   Klo Prabowo @prabowo kan jelas telah merugikan negara senilai lebih kurang  6 Triliun !   https://t.co/qHKMO1sMsQ", chaves pertanyaan yang tolol ini sih karena klo dibalik tanya berapa triliun kah kerugian negara dan atau daerah yg timbul selama anies amp ganjar berkuasa klo prabowo prabowo kan jelas telah merugikan negara senilai lebih kurang triliun 
294,Negative,@Melihat_Indo pak ganjar terlalu merakyat dan humble pantas bgt di angkat warga kehormatan oleh suku dayak, melihat_indo pak ganjar terlalu merakyat dan humble pantas bgt di angkat warga kehormatan oleh suku dayak
295,Negative,"@sigitwid Haha ringan amat ngomongnya,  kmrn2 pas abis bilang ikut arahan ibu ketum,  klaim dukung ganjar,  dll lu ngapain?  Minimal lu ajar dulu gibran jgn jadi manusia munafik.  Ga ush sok2an ngomomg bijak lu https://t.co/MiNUvsMblT", sigitwid haha ringan amat ngomongnya kmrn pas abis bilang ikut arahan ibu ketum klaim dukung ganjar dll lu ngapain minimal lu ajar dulu gibran jgn jadi manusia munafik ga ush sok an ngomomg bijak lu 
296,Negative,@GunRomli Pasti ngomongin Pendukung ganjar yg ngamuk2 terus itu ya? Ya kan? 🤣🤣🤣🤣🤣, gunromli pasti ngomongin pendukung ganjar yg ngamuk terus itu ya ya kan 
297,Positive,@ganjarpranowo Semangat selalu Pak Ganjar untuk Indonesia Sejahtera, ganjarpranowo semangat selalu pak ganjar untuk indonesia sejahtera
298,Positive,@Melihat_Indo MasyaAllah dukungan untuk Pak Ganjar sampai kebanggaan untuk beliau, melihat_indo masyaallah dukungan untuk pak ganjar sampai kebanggaan untuk beliau
299,Positive,"@ganjarpranowo Aminnnn pak, semoga pak Ganjar juga bisa menemukan solusi terbaik atas keluhan pedagang dan tukang ojek itu", ganjarpranowo aminnnn pak semoga pak ganjar juga bisa menemukan solusi terbaik atas keluhan pedagang dan tukang ojek itu
300,Positive,@SniperDroen_ bener banget bang 👍 hanya pasangan Ganjar-Mahfud yg bisa saling melengkapi, sniperdroen_ bener banget bang hanya pasangan ganjar mahfud yg bisa saling melengkapi
301,Negative,@ediedot108 @widarto63285827 @xquitavee @are_inismyname @UstadMiftah @NyaiiBubu @cagubnyinyir2 @BANGSAygSUJUD @Uki23 @TeddGus @NusronWahid1 @andre_rosiade @KhoirilAnwar_ @genx36545403 @alextham878 Betul sekali 🇲🇨  Hanya menyampaikan realita isu agama tsb hanya di manfaatkan paslon lain. (Tidak menguntungkan ganjar bukan jg prabowo)  Isu gitu cenderung memecah persatuan   Selama anak suku bangsa nusantara indonesia saya dukung full 🇲🇨 Jaga persatuan NKRI, ediedot widarto xquitavee are_inismyname ustadmiftah nyaiibubu cagubnyinyir bangsaygsujud uki teddgus nusronwahid andre_rosiade khoirilanwar_ genx alextham betul sekali hanya menyampaikan realita isu agama tsb hanya di manfaatkan paslon lain tidak menguntungkan ganjar bukan jg prabowo isu gitu cenderung memecah persatuan selama anak suku bangsa nusantara indonesia saya dukung full jaga persatuan nkri
302,Neutral,Bu Siti Atikoh berkomitmen untuk meningkatkan penghasilan petani Indonesia 🔥🤟  ___ Onana Liverpool UNHCR Maguire NPWP  #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/v8xL2veAhN,bu siti atikoh berkomitmen untuk meningkatkan penghasilan petani indonesia ___ onana liverpool unhcr maguire npwp sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud 
303,Negative,Kalo dia yg maju ke putaran 2 alamat politik identitas lg. Caoe de. Ayo tim Ganjar semangat dong kejar. Maennya jgn nyerang rejim mulu. Suaranya malah ke Anies lu makin ketinggalan,kalo dia yg maju ke putaran alamat politik identitas lg caoe de ayo tim ganjar semangat dong kejar maennya jgn nyerang rejim mulu suaranya malah ke anies lu makin ketinggalan
304,Negative,@rizieqdivist Hanya menyampaikan realita isu agama tsb hanya di manfaatkan paslon lain. (Tidak menguntungkan ganjar bukan jg prabowo)  Isu gitu cenderung memecah persatuan   Selama anak suku bangsa nusantara indonesia saya dukung full 🇲🇨 Jaga persatuan NKRI, rizieqdivist hanya menyampaikan realita isu agama tsb hanya di manfaatkan paslon lain tidak menguntungkan ganjar bukan jg prabowo isu gitu cenderung memecah persatuan selama anak suku bangsa nusantara indonesia saya dukung full jaga persatuan nkri
305,Negative,"@Melihat_Indo masyarakat menjadi ragu nih untuk memilih pemimpin yg sering blunder, emang paling bener dukung Ganjar Mahfud", melihat_indo masyarakat menjadi ragu nih untuk memilih pemimpin yg sering blunder emang paling bener dukung ganjar mahfud
306,Positive,@ganjarpranowo Mantap sekali pak Ganjar bisa meredakan para pedagang yang harga cabe sdg naik, ganjarpranowo mantap sekali pak ganjar bisa meredakan para pedagang yang harga cabe sdg naik
307,Neutral,@ganjarpranowo Bismillah Ganjar Pranowo penerus perjuangan pak Jokowi.. yang baik dan amanah, ganjarpranowo bismillah ganjar pranowo penerus perjuangan pak jokowi yang baik dan amanah
308,Neutral,@LaingenLisa Ayo kalimantan timur menangkan pak ganjar mahfud 🤟, laingenlisa ayo kalimantan timur menangkan pak ganjar mahfud 
309,Positive,@adeksetia184043 @mputaku188156 @ganjarpranowo Semangat selalu ngeh pak ganjar memang yang terbaik untuk masa depan, adeksetia mputaku ganjarpranowo semangat selalu ngeh pak ganjar memang yang terbaik untuk masa depan
