,result,text,clean
224,Neutral,@geloraco @bawaslu_RI berani gak nih, geloraco bawaslu_ri berani gak nih
225,Positive,"@Metro_TV @aniesbaswedan Mantap nih, pak anies lebih mementingkan rakyatnya", metro_tv aniesbaswedan mantap nih pak anies lebih mementingkan rakyatnya
226,Positive,"@tempodotco Masyarakat hrs brani brkata tidak. Agr negeri ini di pimpin yg Sholeh,pendidikanbya jelas,dunia akui kualitas kerjanya ... Anies- Amin, insyaallah Allah ridho", tempodotco masyarakat hrs brani brkata tidak agr negeri ini di pimpin yg sholeh pendidikanbya jelas dunia akui kualitas kerjanya anies amin insyaallah allah ridho
227,Neutral,@tvOneNews Begini akan lebih baik pak anies, tvonenews begini akan lebih baik pak anies
228,Positive,@BangPino__ Anies memang gitu bang karakternya dari dulu. Sabar dan tidak emosian. Mau melayani, bangpino__ anies memang gitu bang karakternya dari dulu sabar dan tidak emosian mau melayani
229,Negative,"@rosandus Jujur kalo ga ngerasain sendiri hasil2 nyata di Jkt, sy juga bakal berpikiran sm kayak ibu itu sih 😅 Pak Anies sangat mengubah cara pandang sy thdp pemerintah eksekutif. Kita yg udh ngerasain manfaatnya cm bs share testimoni. Kalo ttp ga milih ya udah", rosandus jujur kalo ga ngerasain sendiri hasil nyata di jkt sy juga bakal berpikiran sm kayak ibu itu sih pak anies sangat mengubah cara pandang sy thdp pemerintah eksekutif kita yg udh ngerasain manfaatnya cm bs share testimoni kalo ttp ga milih ya udah
230,Neutral,@KompasTV Itu bukan debat namanya.  anak buah mu. @ZUL_Hasan, kompastv itu bukan debat namanya anak buah mu zul_hasan
231,Neutral,@tvOneNews Anies Baswedan menunjukkan komitmennya dalam menerapkan konsep yang bermanfaat bagi pasar tradisional., tvonenews anies baswedan menunjukkan komitmennya dalam menerapkan konsep yang bermanfaat bagi pasar tradisional 
232,Negative,"@Paltiwest Lihat konteks sekarang bang,  terus mau belain siapa Si Anies?", paltiwest lihat konteks sekarang bang terus mau belain siapa si anies 
233,Positive,@jokowi Yang bikin yakin tu program pak anies, jokowi yang bikin yakin tu program pak anies
234,Positive,@Metro_TV @aniesbaswedan Pak anies bijak banget, metro_tv aniesbaswedan pak anies bijak banget
235,Neutral,@tvOneNews Terus dukung anies dan imin, tvonenews terus dukung anies dan imin
236,Positive,@jokowi Saya lebih yakin ke pak anies sih, jokowi saya lebih yakin ke pak anies sih
237,Neutral,@andre_rosiade IKN butuh pemimpin yg membawa perubahan spt pak anies baswedan 🥰, andre_rosiade ikn butuh pemimpin yg membawa perubahan spt pak anies baswedan 
238,Positive,@Metro_TV @aniesbaswedan Pak anies sangat bijak, metro_tv aniesbaswedan pak anies sangat bijak
239,Positive,@abu_waras Kami Percaya kepada pak Anies .. bahwa beliau mampu membangun Indonesia ini agar rakyatnya sejahtera dan Negaranya Maju .., abu_waras kami percaya kepada pak anies bahwa beliau mampu membangun indonesia ini agar rakyatnya sejahtera dan negaranya maju 
240,Positive,@kumparan Anies dan pks harus menang agar demokrasi ke jlan yg benar, kumparan anies dan pks harus menang agar demokrasi ke jlan yg benar
241,Positive,@liputan6dotcom Semoga pak Anies di mudahkanlah dan di lancar lan, liputan dotcom semoga pak anies di mudahkanlah dan di lancar lan
242,Neutral,@tvOneNews Benar itu pak anies, tvonenews benar itu pak anies
243,Positive,@tvOneNews Emng bagus jawaban pak anies, tvonenews emng bagus jawaban pak anies
244,Positive,@jokowi Saya yakin sama pak anies, jokowi saya yakin sama pak anies
245,Neutral,@tvOneNews Inisiatif Anies untuk memperbaiki sistem harga pangan menunjukkan kepemimpinan yang proaktif., tvonenews inisiatif anies untuk memperbaiki sistem harga pangan menunjukkan kepemimpinan yang proaktif 
246,Neutral,@tvOneNews Anies Baswedan menunjukkan komitmennya dalam menerapkan konsep yang bermanfaat bagi pasar tradisional., tvonenews anies baswedan menunjukkan komitmennya dalam menerapkan konsep yang bermanfaat bagi pasar tradisional 
247,Positive,"@BangPino__ Ini keren sih, debat lsg dgn grass root dan audience mrasa paham atas argumen P Anies", bangpino__ ini keren sih debat lsg dgn grass root dan audience mrasa paham atas argumen anies
248,Positive,@tvOneNews Emg pak Anies tuh visioner bgt, tvonenews emg pak anies tuh visioner bgt
249,Neutral,"@keuangannews_id Pada masa pak Anies masih jabat sbgai gubernur, kota Jakarta jadi luar biasa ngalahin kota kota besar", keuangannews_id pada masa pak anies masih jabat sbgai gubernur kota jakarta jadi luar biasa ngalahin kota kota besar
250,Positive,@DokterTifa @gibran_tweet Pak anies yang terbaik, doktertifa gibran_tweet pak anies yang terbaik
251,Positive,@Gerindra Memang hanya pak anies yang sangat beesih, gerindra memang hanya pak anies yang sangat beesih
252,Positive,@liputan6dotcom Pa Anies  sosok yg memotivasi, liputan dotcom pa anies sosok yg memotivasi
253,Neutral,@tvOneNews Upaya Anies dalam mengenali masalah harga pangan dan memberikan solusi konstruktif patut diacungi jempol., tvonenews upaya anies dalam mengenali masalah harga pangan dan memberikan solusi konstruktif patut diacungi jempol 
254,Positive,@CNNIndonesia Imut banget pak Anies ini pasti banyak yang suka, cnnindonesia imut banget pak anies ini pasti banyak yang suka
255,Positive,@Metro_TV @aniesbaswedan Pak Anies orang hebat, metro_tv aniesbaswedan pak anies orang hebat
256,Neutral,@tvOneNews Ide membangun konsep Pasar AMIN menunjukkan visi Anies dalam memperbaiki sistem perdagangan., tvonenews ide membangun konsep pasar amin menunjukkan visi anies dalam memperbaiki sistem perdagangan 
257,Neutral,"Anies mengatakan, tempat pengolahan diperlukan agar tangkapan ikan para nelayan bisa dibeli dengan harga stabil. https://t.co/ILmyvW97lv",anies mengatakan tempat pengolahan diperlukan agar tangkapan ikan para nelayan bisa dibeli dengan harga stabil 
258,Positive,@DokterTifa @gibran_tweet 2024 pak anies pasti menang, doktertifa gibran_tweet pak anies pasti menang
259,Positive,@CNNIndonesia Pak Anies paling keren menurut sata, cnnindonesia pak anies paling keren menurut sata
260,Positive,"@ethadisaputra @RizalIsaNst @PKSejahtera Kenapa gak sekalian aja bikin berita:   Putra-Putri Anies Baswedan dan Putra-Putri Muhaimin Iskandar All Out Mendukung Paslon No 2 PrabowoGibran""  Ini pasti seru.""", ethadisaputra rizalisanst pksejahtera kenapa gak sekalian aja bikin berita putra putri anies baswedan dan putra putri muhaimin iskandar all out mendukung paslon no prabowogibran ini pasti seru 
261,Positive,@abu_waras Pak Anies terbaik sih dr segi pemikirannya .. beliau selalu memikirkan dulu Rakyat .. nah yg lain malah mementingkan project mangkrak ini .. ini IKN dana nya ga main2 loh .. dan juga ga ada yg ngelirik tuh para investor ke IKN ini ..., abu_waras pak anies terbaik sih dr segi pemikirannya beliau selalu memikirkan dulu rakyat nah yg lain malah mementingkan project mangkrak ini ini ikn dana nya ga main loh dan juga ga ada yg ngelirik tuh para investor ke ikn ini 
262,Negative,"IKN tetap akan ada, tapi mungkin ada sedikit revisi. ini yg saya tangkap. bisa lihat dulu video penjelasan dari anies, jangan baca berita doang  terus anda mungkin  menyimpulkan kalo anies menolak 100% pembangunan IKN.",ikn tetap akan ada tapi mungkin ada sedikit revisi ini yg saya tangkap bisa lihat dulu video penjelasan dari anies jangan baca berita doang terus anda mungkin menyimpulkan kalo anies menolak pembangunan ikn 
263,Neutral,@tvOneNews Menyapa langsung masyarakat dan pedagang menunjukkan kesungguhan Anies dalam memahami situasi pasar., tvonenews menyapa langsung masyarakat dan pedagang menunjukkan kesungguhan anies dalam memahami situasi pasar 
264,Neutral,@tvOneNews Inisiatif Anies untuk membangun konsep AMIN menunjukkan keinginannya dalam mengatasi masalah harga pangan., tvonenews inisiatif anies untuk membangun konsep amin menunjukkan keinginannya dalam mengatasi masalah harga pangan 
265,Neutral,@DokterTifa @gibran_tweet Senyumannya pak anies bikin hatiku meleleh, doktertifa gibran_tweet senyumannya pak anies bikin hatiku meleleh
266,Neutral,@ino_tokyo @sobat_anies Setuju, ino_tokyo sobat_anies setuju
267,Positive,"@sigitwid Dari semua kontestasi Capres &amp  cawapres sudah kami analisa baik dari segi moral, intellectual, kompetensi, hasil kinerja dan rekam jejaknya, dari hasil analisa kami maka yg lebih layak dan kompetent untuk memimpin NKRI ke depannya adalah Mas ANIES &amp  Cak IMIN, udah terbukti &amp  Real", sigitwid dari semua kontestasi capres amp cawapres sudah kami analisa baik dari segi moral intellectual kompetensi hasil kinerja dan rekam jejaknya dari hasil analisa kami maka yg lebih layak dan kompetent untuk memimpin nkri ke depannya adalah mas anies amp cak imin udah terbukti amp real
268,Positive,@Metro_TV @aniesbaswedan udah jelas sih g ragu pak anies sosok yg adil berwibawa dan jujur terbebas sari kecurangan ☺, metro_tv aniesbaswedan udah jelas sih ragu pak anies sosok yg adil berwibawa dan jujur terbebas sari kecurangan 
269,Neutral,@DokterTifa @gibran_tweet Pak anies aku padamu pak, doktertifa gibran_tweet pak anies aku padamu pak
270,Positive,@VIVAcoid slalu pak anies dong, vivacoid slalu pak anies dong
271,Positive,@DokterTifa @gibran_tweet PAK ANIES CERDASNYA KEBANGETAN, doktertifa gibran_tweet pak anies cerdasnya kebangetan
272,Neutral,@Metro_TV @aniesbaswedan Pa Anies paling solutif, metro_tv aniesbaswedan pa anies paling solutif
273,Neutral,"@tvOneNews Mantul lah pak Anies, kita tinggal fokus dukung bapak", tvonenews mantul lah pak anies kita tinggal fokus dukung bapak
274,Negative,@Malika6027 Calon pemimpin begini rugi bgt kl gak dipilih masyaaAllah..semoga next bnyak calon2 pemimpin yg seperti pak Anies ..Aamiin..., malika calon pemimpin begini rugi bgt kl gak dipilih masyaaallah semoga next bnyak calon pemimpin yg seperti pak anies aamiin 
275,Neutral,"@dayana47631052 Klo menyimak seluruh dialog² soal IKN, jawaban Anies : - Bukan Prioritas/Urgent, lebih utama pemenuhan kesejahteraan rakyat - Kaji ulang oleh Para Ahli, kelayakan dst - lebih utama bangun 40 kota² besar  (pemerataan) - Lbh utama infrastruktur Kalimantan", dayana klo menyimak seluruh dialog² soal ikn jawaban anies bukan prioritas urgent lebih utama pemenuhan kesejahteraan rakyat kaji ulang oleh para ahli kelayakan dst lebih utama bangun kota² besar pemerataan lbh utama infrastruktur kalimantan
276,Neutral,@DokterTifa @gibran_tweet Pak anies mah gk ada lawan, doktertifa gibran_tweet pak anies mah gk ada lawan
277,Neutral,@tvOneNews Penggunaan skema yang berbeda sesuai kebutuhan daerah menunjukkan fleksibilitas Anies dalam beradaptasi, tvonenews penggunaan skema yang berbeda sesuai kebutuhan daerah menunjukkan fleksibilitas anies dalam beradaptasi
278,Positive,@liputan6dotcom Pak Anies semangat, liputan dotcom pak anies semangat
279,Neutral,"@Fahrihamzah Punya Anies kelihatan paling banyak yang beli selanjutnya punya Ganjar yang satu lagi lumayan ada juga, saya beli semua ☺️", fahrihamzah punya anies kelihatan paling banyak yang beli selanjutnya punya ganjar yang satu lagi lumayan ada juga saya beli semua 
280,Positive,"@BosPurwa Selalu berani dicecar pertanyaan di tengah anak muda, hebat pak Anies", bospurwa selalu berani dicecar pertanyaan di tengah anak muda hebat pak anies
281,Positive,@Metro_TV @aniesbaswedan Pak Anies emang yang terbaik, metro_tv aniesbaswedan pak anies emang yang terbaik
282,Neutral,"@DokterTifa @gibran_tweet Pendukung pak anies nih, senggol dong", doktertifa gibran_tweet pendukung pak anies nih senggol dong
283,Neutral,@tvOneNews Anies menggarisbawahi kebutuhan untuk koreksi harga pangan dengan memberikan keuntungan kepada petani., tvonenews anies menggarisbawahi kebutuhan untuk koreksi harga pangan dengan memberikan keuntungan kepada petani 
284,Positive,@DokterTifa @gibran_tweet Pak anies mah cerdas, doktertifa gibran_tweet pak anies mah cerdas
285,Negative,@abu_waras Kalau pak Anies tuh keren sih memikirkannya ttg keadaan Rakyatnya ... lah ini malah sibuk memperkaya para penguasa .., abu_waras kalau pak anies tuh keren sih memikirkannya ttg keadaan rakyatnya lah ini malah sibuk memperkaya para penguasa 
286,Positive,"@driveronline_17 @aniesmania @aniesbaswedan krl wewenang plesiden plonga plongo, bukan wewenang Anies, begoooooo! jk Krl wewenang Anies pasti dibuat lebih nyaman lebih banyak n ga desek2 an kek sekarang ini!", driveronline_ aniesmania aniesbaswedan krl wewenang plesiden plonga plongo bukan wewenang anies begoooooo jk krl wewenang anies pasti dibuat lebih nyaman lebih banyak ga desek an kek sekarang ini 
287,Neutral,@Chaves1305 Bloon mu kelewatan.....Prabowo itu menteri wilayah kerja nya se Indonesia....sedang Anies n Ganjar gubernur wilayah kerja nya baru setingkat propinsi blok, chaves bloon mu kelewatan prabowo itu menteri wilayah kerja nya se indonesia sedang anies ganjar gubernur wilayah kerja nya baru setingkat propinsi blok
288,Neutral,@tvOneNews Mendengar langsung dari para pedagang dan masyarakat menunjukkan kepedulian Anies terhadap kondisi pasar., tvonenews mendengar langsung dari para pedagang dan masyarakat menunjukkan kepedulian anies terhadap kondisi pasar 
289,Positive,@Metro_TV @aniesbaswedan Pak Anies emang mantap deh, metro_tv aniesbaswedan pak anies emang mantap deh
290,Neutral,"@are_inismyname @Ndons_Back @bengkeldodo @BANGSAygSUJUD @Zero8ok @Royan_02 @Kimberley_2024 @florieliciouss @AndreasSolusi @prabowo @Alie_Fahnoor IKN ttep dilanjutin sama Anies, cuma ga jd prioritas, soalnya bukan kepentingan primer.", are_inismyname ndons_back bengkeldodo bangsaygsujud zero ok royan_ kimberley_ florieliciouss andreassolusi prabowo alie_fahnoor ikn ttep dilanjutin sama anies cuma ga jd prioritas soalnya bukan kepentingan primer 
291,Positive,@zy_zy_its_me Yang paling bener emang pilih anies, zy_zy_its_me yang paling bener emang pilih anies
292,Negative,@abu_waras Setuju dengan Pak Anies .. ini harus di kaji lagi karna dana nya gak main2 mereka malah mementingkan bangun rumah megah utk para pejabat.. tapi keadaan Rakyat ? Apakah sudah sejahtera secara merata ? IKN ego penguasa emang, abu_waras setuju dengan pak anies ini harus di kaji lagi karna dana nya gak main mereka malah mementingkan bangun rumah megah utk para pejabat tapi keadaan rakyat apakah sudah sejahtera secara merata ikn ego penguasa emang
293,Positive,@liputan6dotcom Pak Anies sehat selalu ya oak, liputan dotcom pak anies sehat selalu ya oak
294,Positive,@zy_zy_its_me Pak anies lebih cocok jadi pemimpin, zy_zy_its_me pak anies lebih cocok jadi pemimpin
295,Neutral,@msaid_didu #AniesMuhaimin2024   Sebagian Prestasi Pak Anies Baswedan di Jakarta yang Mendunia 🥰🥰 . https://t.co/mSsiMqYA98, msaid_didu aniesmuhaimin sebagian prestasi pak anies baswedan di jakarta yang mendunia 
296,Neutral,"@kikuzykana Kamu pilih pak Ganjar. Bebas, lanjutkan. 🙏😊  Aku pilih pak Anies saja kak. #AMINAjaDulu ☝👍😊🙏", kikuzykana kamu pilih pak ganjar bebas lanjutkan aku pilih pak anies saja kak aminajadulu 
297,Positive,@zy_zy_its_me Pak anies pasti ketawa melihat ini, zy_zy_its_me pak anies pasti ketawa melihat ini
298,Neutral,@tvOneNews Anies tampak memahami masalah yang dihadapi para petani dengan mengusung konsep AMIN., tvonenews anies tampak memahami masalah yang dihadapi para petani dengan mengusung konsep amin 
299,Neutral,@tvOneNews Jangan kasih kendor yok pendukung pak Anies, tvonenews jangan kasih kendor yok pendukung pak anies
300,Neutral,"udh lihat videonya belom? maksud anies disini, dia ingin membagi dana (dana pembagunan IKN) itu tidak hanya buat IKN aja, tapi buat kebutuhan hal2 urgent lainnya. karena Anies tau IKN itu sudah ditetapkan dalam UU, jadi tinggal bagaimana menuntaskannya sesuai kebutuhan ekonomi.",udh lihat videonya belom maksud anies disini dia ingin membagi dana dana pembagunan ikn itu tidak hanya buat ikn aja tapi buat kebutuhan hal urgent lainnya karena anies tau ikn itu sudah ditetapkan dalam uu jadi tinggal bagaimana menuntaskannya sesuai kebutuhan ekonomi 
301,Positive,@zy_zy_its_me Harus lebih yakin sama pak anies yang pasti bisa bikin kemajuan, zy_zy_its_me harus lebih yakin sama pak anies yang pasti bisa bikin kemajuan
302,Positive,"@abu_waras Cerdasnya pak anies, untuk perubahan pak anies berani untuk speak up mengenai ikn👍🏻", abu_waras cerdasnya pak anies untuk perubahan pak anies berani untuk speak up mengenai ikn 
303,Positive,@KompasTV Pa Anies selalu mengedepankan rakyat ini apa?, kompastv pa anies selalu mengedepankan rakyat ini apa 
304,Negative,"@Chaves1305 Bismillah, Pilih ANIES. Kami enggak bisa kamu tipu dgn pencitraan pencitraan", chaves bismillah pilih anies kami enggak bisa kamu tipu dgn pencitraan pencitraan
305,Neutral,@Yurissa_Samosir @AdamVelcro @AdeDhani9 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @mustafaagus007 @choymarkochoy @Harywaraz #AniesMuhaimin2024   Sebagian Prestasi Pak Anies Baswedan di Jakarta yang Mendunia 🥰⭐ . https://t.co/JMFju95Cbp, yurissa_samosir adamvelcro adedhani aking_adit chaidar_ kang_toniee nohceukenohhh mustafaagus choymarkochoy harywaraz aniesmuhaimin sebagian prestasi pak anies baswedan di jakarta yang mendunia 
306,Positive,@aniesmania @tempodotco Yaelah anies di jakarta aja jalur busway nambah brp min?? LRT nambah gak?? Cuma jaklingko doang yg jalan. Gini amat nyari makan.., aniesmania tempodotco yaelah anies di jakarta aja jalur busway nambah brp min lrt nambah gak cuma jaklingko doang yg jalan gini amat nyari makan 
